ID,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
00083528,5,9,4,7,$10.00,$9.20,$6.89,$9.00,17,67,13,31,47,6,15,20,S,1,45,85,M,U,$33400,54,$41447
00010403,4,17,2,8,$13.00,$14.75,$10.29,$15.00,20,100,16,37,91,6,17,28,A,1,31,67,F,U,$46000,47,$0
00084227,5,21,3,11,$10.00,$10.00,$11.67,$11.67,16,122,15,37,80,6,17,34,A,1,49,49,M,H,$47600,38,$43611
00084229,3,10,2,5,$13.00,$16.67,$13.00,$16.50,15,113,14,35,65,6,16,26,A,0,53,47,M,H,$31500,32,$40536
00191463,2,4,2,3,$17.00,$16.00,$11.75,$16.00,17,53,12,31,40,6,15,16,A,0,00,62,M,U,$24100,45,$37984
00084242,3,11,0,6,$12.00,$10.67,$10.73,,18,112,13,31,64,6,6,26,A,1,49,57,F,H,$39500,36,$53750
00084260,8,18,2,7,$7.00,$4.88,$4.78,$5.00,17,110,14,34,63,6,15,25,S,1,45,65,F,H,$32200,35,$44333
00084258,12,23,9,12,$13.00,$12.33,$10.26,$12.11,15,73,13,34,57,6,17,22,S,1,45,68,F,U,$26700,47,$44333
00084287,2,2,0,0,$15.00,$15.00,$15.00,,16,32,10,24,22,4,4,9,A,0,48,85,M,U,$30600,27,$41958
00008535,3,14,2,6,$25.00,$25.67,$22.71,$26.50,6,80,35,54,109,7,17,25,A,1,48,76,M,H,$30600,27,$41958
00084306,9,25,6,11,$3.00,$3.89,$4.40,$3.83,24,100,13,35,74,6,17,34,S,1,36,71,F,U,$38100,40,$45833
00084316,2,12,2,8,$10.00,$8.50,$5.50,$8.50,17,110,12,28,67,6,13,28,A,1,49,81,M,U,$45900,34,$46680
00084330,6,22,4,14,$6.00,$6.00,$5.77,$6.00,18,124,11,29,71,5,13,29,S,1,40,73,M,H,$72400,39,$46960
00084358,1,19,0,12,$10.00,$10.00,$4.42,,26,127,11,30,65,4,4,28,A,1,36,37,F,U,$37200,48,$0
00084354,2,6,2,4,$17.00,$16.00,$11.17,$16.00,19,88,13,34,53,6,16,20,A,0,43,61,M,H,$51300,39,$44064
00084367,2,2,0,0,$15.00,$12.50,$12.50,,17,31,10,23,21,4,4,8,A,0,51,59,M,H,$26200,44,$45733
00084376,6,10,6,8,$13.00,$11.17,$9.30,$11.17,16,77,14,34,52,6,16,20,A,1,48,71,M,H,$48000,49,$33528
00084400,5,37,3,20,$5.00,$5.00,$3.69,$5.00,17,129,12,32,79,5,15,33,S,1,46,17,M,U,$45100,39,$57639
00084399,5,19,4,13,$4.00,$4.20,$3.47,$3.75,22,124,10,31,67,5,15,31,S,1,45,,F,U,$50600,39,$0
00084422,2,2,2,2,$15.00,$10.00,$10.00,$10.00,17,20,13,20,18,6,10,8,N,0,51,35,M,H,$35800,38,$42315
00009924,0,18,0,11,$20.00,$0.00,$7.61,,11,129,25,25,84,4,4,24,A,1,00,,F,U,$275000,0,$60119
00084446,2,6,2,3,$15.00,$12.50,$10.83,$12.50,18,65,14,34,52,6,15,19,A,0,39,70,F,H,$51800,30,$59072
00084468,6,20,4,13,$10.00,$9.17,$6.50,$8.25,19,123,14,33,72,6,16,31,S,1,44,83,M,H,$51700,30,$58833
00084467,2,14,1,9,$10.00,$7.50,$8.86,$10.00,16,113,12,28,66,4,10,25,A,1,40,40,F,H,$51900,38,$58833
00084459,2,5,0,3,$30.00,$30.00,$23.00,,18,76,13,34,55,6,6,21,A,0,44,65,M,H,$51700,30,$58833
00084478,2,16,2,10,$10.00,$7.50,$5.25,$7.50,20,125,7,20,44,3,9,17,A,1,27,49,F,H,$34600,41,$28646
00084409,3,3,2,2,$10.00,$11.67,$11.67,$12.50,20,25,15,26,25,6,12,10,N,0,51,,F,U,$19400,43,$0
00084518,0,4,0,1,$25.00,$0.00,$13.50,,21,80,12,12,41,6,6,16,A,0,40,32,F,U,$67500,27,$50125
00084534,8,24,5,12,$5.00,$5.63,$5.08,$6.00,18,81,16,37,66,6,17,25,S,1,40,17,F,U,$62300,29,$54620
00084533,1,5,1,3,$25.00,$25.00,$14.80,$25.00,20,82,13,32,53,6,15,22,A,0,40,43,F,H,$67500,21,$54620
00084529,1,3,0,1,$20.00,$20.00,$11.00,,27,53,9,27,27,4,4,11,A,0,21,74,M,H,$49000,52,$54620
00084546,2,4,0,2,$21.00,$19.00,$13.50,,19,69,12,28,47,6,6,17,A,0,22,78,F,H,$54800,26,$58143
00084566,3,9,1,4,$25.00,$28.33,$29.44,$35.00,15,92,14,34,63,6,17,25,A,1,24,47,F,H,$73100,26,$62442
00001028,9,50,4,19,$21.00,$16.44,$14.46,$14.50,4,115,26,46,104,9,20,40,S,1,24,55,F,H,$84600,24,$62442
00004252,2,31,1,12,$25.00,$22.50,$9.94,$20.00,17,124,21,43,118,8,19,37,A,1,25,7,M,H,$58600,17,$62442
00187355,2,2,2,2,$20.00,$20.00,$20.00,$20.00,21,29,5,11,11,1,4,4,E,0,24,,M,U,$109600,36,$0
00084596,1,1,0,0,$20.00,$20.00,$20.00,,20,20,10,17,15,4,4,6,F,0,40,,F,H,$65800,27,$53377
00084622,1,9,0,5,$25.00,$25.00,$18.33,,16,114,11,30,64,4,4,29,A,0,24,43,F,H,$105500,33,$63761
00082310,5,16,1,6,$10.00,$9.20,$6.38,$7.00,19,88,14,35,64,6,17,25,S,1,40,68,F,U,$33800,48,$0
00084651,5,25,5,18,$15.00,$13.80,$11.56,$13.80,18,130,15,34,85,6,17,33,S,1,41,85,M,U,$32500,19,$0
00136000,2,16,2,14,$10.00,$9.00,$6.50,$9.00,26,119,11,30,73,4,12,31,A,1,33,,M,U,$48000,28,$0
00084683,3,10,1,4,$12.00,$10.67,$6.40,$10.00,18,74,12,31,51,6,14,20,S,1,49,82,F,U,$43800,25,$51161
00084696,10,17,6,8,$4.00,$4.20,$4.35,$4.00,22,44,10,32,38,5,16,16,S,1,49,,F,U,$59000,33,$58306
00084719,1,1,1,1,$15.00,$15.00,$15.00,$15.00,21,21,8,15,13,3,6,5,F,0,49,63,M,H,$50900,20,$48182
00084723,2,10,0,3,$20.00,$17.00,$10.70,,15,81,10,27,47,4,4,15,A,0,44,71,F,U,$63300,29,$62578
00084742,5,8,4,5,$3.00,$4.40,$4.13,$4.25,19,52,12,30,35,6,14,14,A,1,49,59,M,H,$50400,33,$50461
00084741,5,5,5,5,$10.00,$6.00,$6.00,$6.00,17,36,12,28,28,6,14,12,A,1,49,39,M,H,$50400,33,$50461
00084752,2,6,2,4,$15.00,$15.00,$10.00,$15.00,22,69,11,30,50,5,13,19,A,0,43,42,F,H,$51200,28,$51192
00084753,3,4,1,1,$6.00,$4.00,$5.50,$3.00,18,28,11,24,22,5,11,9,A,0,45,,M,U,$37400,23,$0
00084759,5,35,3,19,$5.00,$6.40,$5.89,$7.00,19,126,7,20,68,4,12,28,S,1,45,,F,U,$38800,29,$47419
00010726,3,22,0,10,$6.00,$10.00,$8.14,,6,105,34,55,107,7,7,30,A,1,49,80,M,U,$54800,27,$47419
00084762,2,8,1,3,$4.00,$9.00,$5.88,$10.00,18,90,10,28,42,5,12,17,A,0,48,77,M,U,$57000,38,$53250
00084765,2,7,0,3,$16.00,$14.00,$10.86,,27,111,9,27,54,4,4,22,A,1,49,85,M,U,$50900,20,$46618
00084767,1,8,1,4,$20.00,$20.00,$14.50,$20.00,17,77,13,34,61,6,16,25,A,0,45,75,F,U,$53000,34,$49487
00084766,4,9,2,4,$10.00,$14.00,$12.44,$13.50,18,53,14,35,45,6,16,19,A,0,46,71,F,H,$55500,34,$49487
00187057,2,10,0,5,$15.00,$15.00,$12.50,,6,105,18,38,64,6,6,26,A,0,28,47,M,H,$70500,35,$49842
00084799,1,14,1,9,$10.00,$10.00,$7.57,$10.00,15,113,8,22,58,2,8,23,E,1,38,62,M,H,$43400,31,$49842
00084792,4,23,1,9,$5.00,$3.50,$2.91,$5.00,18,81,7,21,45,3,9,17,S,1,27,7,F,H,$46800,20,$49842
00084777,1,1,1,1,$25.00,$25.00,$25.00,$25.00,24,24,9,19,17,4,8,7,N,0,39,,F,U,$68300,31,$0
00084667,7,9,4,4,$10.00,$8.71,$7.89,$8.00,17,33,14,32,34,6,15,13,S,1,37,,F,U,$53800,23,$0
00084934,1,3,0,0,$20.00,$5.00,$11.67,,18,28,15,26,27,6,6,9,A,0,46,,M,H,$68700,34,$50449
00084838,1,5,0,2,$15.00,$15.00,$7.20,,18,90,9,21,35,4,4,15,A,0,30,67,F,H,$47700,44,$50449
00084830,2,3,1,2,$18.00,$15.00,$13.33,$18.00,24,57,11,25,36,5,10,13,A,0,24,75,F,H,$80400,35,$50449
00005438,2,35,2,9,$15.00,$15.00,$11.80,$15.00,5,119,34,53,128,10,20,36,A,1,00,47,M,U,$44700,0,$0
00084873,3,5,1,2,$10.00,$10.67,$8.80,$12.00,18,65,12,22,35,6,10,12,A,0,41,60,F,H,$33200,29,$44209
00084878,3,8,1,3,$5.00,$6.00,$5.88,$5.00,16,95,13,31,54,5,12,20,A,0,36,60,F,H,$44700,38,$44209
00084887,1,3,0,1,$15.00,$10.00,$10.00,,27,38,9,28,29,4,4,12,A,0,53,,M,U,$39400,30,$46029
00084895,3,11,2,7,$15.00,$13.33,$8.45,$12.50,17,126,12,28,63,6,15,29,A,0,43,48,M,H,$37000,24,$43788
00084898,6,18,4,14,$5.00,$7.00,$5.89,$6.50,20,127,11,30,73,4,14,31,S,1,45,69,M,U,$21300,29,$40917
00084904,2,8,1,2,$40.00,$35.00,$20.63,$30.00,19,65,13,34,56,6,17,22,A,0,53,64,F,U,$23500,26,$0
00084922,12,43,8,24,$5.00,$4.83,$4.93,$4.75,16,128,11,32,81,5,16,34,S,1,51,50,M,H,$33300,33,$44950
00084924,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,F,0,43,,M,H,$32300,31,$42188
00084925,3,8,2,6,$15.00,$15.00,$11.38,$15.00,15,76,13,32,56,5,14,22,A,0,49,,U,U,$38100,28,$0
00084936,5,15,3,9,$10.00,$7.80,$5.93,$7.67,18,102,14,36,67,6,17,27,S,1,46,61,F,U,$48500,34,$48520
00084939,4,9,1,4,$25.00,$30.00,$23.33,$25.00,19,75,13,35,57,6,17,23,A,0,45,80,F,U,$50400,26,$49792
00084943,5,18,3,15,$5.00,$5.00,$4.56,$5.00,15,123,12,28,76,5,12,28,S,1,46,85,F,U,$61200,30,$54712
00084951,4,5,1,1,$9.00,$9.50,$8.60,$9.00,15,40,12,31,32,6,14,13,A,0,45,67,M,H,$50300,29,$50912
00084959,6,41,4,21,$25.00,$25.67,$23.00,$25.25,18,130,11,32,87,5,16,33,S,1,44,54,M,H,$85100,27,$58284
00084968,0,6,0,2,$15.00,$0.00,$12.50,,18,66,13,13,50,6,6,20,A,0,35,60,M,H,$70700,29,$52321
00084846,2,13,0,7,$20.00,$15.00,$10.00,,18,111,14,30,71,6,6,29,S,1,27,67,F,H,$37700,47,$43696
00084993,4,15,3,10,$10.00,$7.75,$7.07,$8.00,24,104,6,21,54,4,13,23,A,1,44,,F,U,$64500,26,$0
00085016,2,3,2,3,$15.00,$12.00,$9.67,$12.00,16,40,11,29,30,4,11,11,A,0,53,67,M,U,$28100,33,$44077
00085048,3,9,2,7,$14.00,$12.67,$8.44,$13.00,17,119,13,31,62,6,14,27,A,0,53,82,M,U,$26000,28,$39188
00085046,5,9,1,2,$6.00,$6.80,$7.33,$3.00,18,53,13,33,42,6,15,16,A,0,53,62,M,H,$26000,28,$39188
00085054,2,8,2,7,$25.00,$17.50,$14.38,$17.50,25,122,13,34,62,6,16,28,A,1,45,39,F,H,$40500,29,$45728
00085056,3,7,2,4,$15.00,$13.00,$9.29,$12.00,19,64,13,32,52,6,14,19,A,0,45,,F,U,$26400,22,$37393
00189490,2,17,1,10,$10.00,$10.00,$10.76,$10.00,5,112,31,50,89,6,14,30,A,1,45,70,M,U,$42600,34,$41094
00085065,2,5,1,3,$18.00,$18.00,$9.00,$18.00,17,46,13,33,37,6,16,16,A,0,51,60,M,H,$15000,23,$34250
00006779,3,15,0,5,$10.00,$12.67,$10.47,,16,105,19,35,78,5,5,23,A,0,53,81,M,U,$21700,25,$45000
00085077,3,13,1,10,$20.00,$11.67,$6.15,$7.00,19,110,13,32,64,6,14,26,S,1,45,61,F,H,$19800,43,$42328
00085099,1,7,1,6,$15.00,$15.00,$11.00,$15.00,19,86,9,17,35,4,9,18,A,1,41,65,M,H,$43000,22,$44543
00106634,1,17,0,7,$10.00,$10.00,$8.24,,18,77,12,32,58,5,5,22,A,1,49,,M,U,$43100,31,$44543
00114330,1,13,0,9,$25.00,$25.00,$23.31,,25,123,12,31,71,6,6,27,A,1,40,50,M,U,$69500,34,$0
00085119,4,21,2,11,$5.00,$5.00,$5.33,$5.00,16,122,13,32,73,5,13,29,S,1,37,77,U,H,$46800,29,$47210
00085123,2,11,0,7,$25.00,$25.00,$15.00,,18,128,13,33,67,6,6,32,A,1,42,52,F,H,$89700,32,$47210
00085116,2,6,0,2,$15.00,$13.50,$10.17,,19,87,11,29,51,5,5,19,A,0,40,61,F,H,$63600,38,$47210
00085124,2,2,0,0,$15.00,$10.00,$10.00,,19,32,12,26,25,4,4,8,A,0,45,,M,H,$20300,25,$41200
00085125,4,4,2,2,$20.00,$14.50,$14.50,$14.00,19,29,12,28,25,6,14,12,A,0,51,47,F,H,$34900,27,$49840
00085151,3,12,1,8,$10.00,$10.67,$6.17,$12.00,18,105,13,25,57,6,11,21,S,1,45,17,M,U,$47300,42,$47051
00085147,1,1,1,1,$30.00,$30.00,$30.00,$30.00,16,16,14,19,16,5,7,6,F,0,45,,M,U,$49300,31,$0
00085157,4,20,0,13,$12.00,$10.50,$8.40,,19,126,7,27,74,4,4,30,S,1,49,,M,U,$59400,20,$0
00085156,2,2,2,2,$20.00,$12.50,$12.50,$12.50,20,32,10,23,22,4,9,8,A,0,49,51,F,H,$56100,20,$51771
00085171,2,8,2,6,$21.00,$18.00,$9.25,$18.00,24,129,11,32,52,6,16,25,A,0,40,,M,U,$60100,28,$0
00085167,7,10,5,7,$5.00,$7.57,$7.10,$8.00,17,53,13,32,43,6,16,17,S,1,39,29,F,U,$49500,30,$52736
00098671,3,20,2,9,$24.00,$20.00,$12.45,$18.00,19,88,12,32,64,5,16,26,A,1,30,67,F,H,$56300,27,$52736
00085175,2,2,1,1,$20.00,$12.50,$12.50,$5.00,18,29,10,22,20,4,9,8,A,0,53,41,M,U,$30700,37,$45655
00085195,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,F,0,53,83,F,U,$29000,28,$38203
00008263,2,15,2,7,$8.00,$5.50,$5.47,$5.50,16,57,31,45,70,4,11,15,S,1,53,,F,U,$25700,33,$0
00085199,2,5,1,2,$15.00,$15.00,$11.00,$15.00,15,56,13,30,44,5,13,17,L,0,49,,M,U,$35300,24,$43438
00085200,1,12,1,6,$12.00,$12.00,$10.75,$12.00,21,101,5,14,44,2,5,15,A,1,49,,M,U,$35300,24,$43696
00085212,3,11,1,8,$15.00,$21.67,$17.27,$25.00,16,129,14,32,71,6,15,28,A,1,44,65,M,U,$67600,29,$54728
00085218,3,7,2,4,$25.00,$21.67,$18.57,$20.00,16,52,11,31,42,5,15,18,A,1,00,42,U,U,$17100,0,$0
00085231,1,15,1,11,$10.00,$10.00,$11.13,$10.00,19,126,12,30,69,5,13,30,A,1,44,70,M,U,$65900,28,$0
00085228,4,13,3,4,$25.00,$21.25,$15.31,$21.67,19,111,8,25,45,4,13,16,A,0,44,80,F,U,$91600,22,$0
00085227,3,12,2,6,$16.00,$12.00,$7.92,$10.00,15,105,12,32,62,5,14,25,A,1,27,78,F,H,$53400,18,$54828
00085249,7,17,5,9,$5.00,$4.71,$4.35,$4.80,21,62,13,32,49,6,17,23,S,1,25,27,F,U,$0,0,$0
00085241,1,11,0,5,$15.00,$15.00,$7.36,,25,67,14,36,52,6,6,21,A,1,40,23,F,U,$54400,4,$0
00085263,3,16,2,8,$50.00,$40.00,$24.63,$35.00,15,129,13,32,80,6,16,33,S,1,43,,F,U,$53400,25,$0
00085262,5,20,5,16,$3.00,$2.80,$2.25,$2.80,16,128,10,25,59,5,12,25,S,1,45,56,M,U,$51900,24,$45750
00085273,4,6,2,3,$8.00,$7.50,$6.33,$7.50,18,53,12,23,26,6,11,10,A,0,44,,F,U,$68400,34,$48675
00085267,5,7,3,3,$6.00,$5.20,$5.14,$5.67,17,28,13,25,24,6,12,10,A,1,36,54,F,H,$58100,29,$48675
00085289,5,39,2,21,$10.00,$11.00,$3.74,$12.50,19,130,12,33,74,5,15,34,A,1,48,,F,U,$40400,31,$38214
00085296,1,2,0,0,$17.00,$17.00,$11.00,,24,30,9,21,20,4,4,7,A,0,51,36,F,U,$31700,15,$41384
00085320,3,18,2,13,$15.00,$12.67,$9.50,$12.50,23,105,12,30,70,5,15,27,S,1,51,,M,U,$39800,27,$42444
00085418,1,14,0,9,$10.00,$10.00,$7.29,,18,123,12,30,73,5,5,29,A,1,51,40,F,H,$44100,28,$42929
00085346,1,8,1,6,$15.00,$15.00,$8.13,$15.00,16,122,10,19,53,4,8,25,A,1,36,54,M,U,$49100,31,$46060
00085337,1,1,1,1,$16.00,$16.00,$16.00,$16.00,24,24,7,17,15,3,7,6,N,0,41,69,F,H,$46300,26,$46060
00007890,3,19,2,14,$12.00,$10.67,$5.53,$11.00,20,125,15,34,77,4,13,29,A,1,53,85,U,U,$41000,28,$46298
00136055,2,28,1,15,$10.00,$27.50,$12.71,$30.00,18,130,14,35,92,6,17,35,S,1,33,74,M,U,$47100,53,$40877
00085377,1,7,1,3,$18.00,$18.00,$12.43,$18.00,21,91,12,27,58,5,11,22,A,0,42,65,M,U,$65700,23,$46667
00000246,3,26,1,11,$15.00,$11.67,$9.04,$15.00,15,87,27,47,97,10,19,36,S,1,46,,U,U,$47500,25,$0
00085383,1,12,1,10,$10.00,$10.00,$8.08,$10.00,18,126,12,32,70,5,14,32,A,1,46,59,M,U,$67100,29,$50284
00085387,1,1,0,0,$15.00,$15.00,$15.00,,19,19,10,15,12,4,4,5,F,0,49,45,M,U,$60900,27,$47188
00190646,3,4,3,3,$25.00,$21.67,$21.25,$21.67,17,35,20,37,40,9,17,17,N,1,49,79,M,U,$46600,27,$47188
00085408,4,13,2,8,$10.00,$9.50,$6.62,$8.00,15,98,7,27,64,3,13,28,A,1,45,,F,U,$48200,27,$46901
00085407,2,13,1,6,$15.00,$12.50,$5.69,$15.00,15,126,11,26,64,2,7,23,E,0,45,65,M,U,$38400,34,$46901
00086356,2,4,0,1,$15.00,$12.50,$11.25,,19,52,12,31,41,6,6,17,A,0,37,6,F,U,$67400,26,$55008
00085411,3,4,2,2,$50.00,$50.00,$42.50,$50.00,22,28,13,28,28,6,14,12,A,0,27,47,F,H,$69100,27,$55008
00187050,2,11,0,5,$10.00,$12.00,$11.64,,7,105,16,35,67,5,5,26,A,0,27,54,F,U,$78500,27,$0
00085422,5,10,4,5,$10.00,$10.00,$10.00,$10.00,18,52,12,32,45,6,17,20,S,1,53,,F,H,$47200,44,$45750
00085454,3,15,2,11,$15.00,$14.33,$9.67,$14.50,17,124,14,31,74,6,14,29,S,1,38,73,M,H,$61900,30,$43694
00085439,6,9,2,3,$20.00,$21.67,$20.56,$22.50,16,65,15,34,56,6,16,21,A,1,49,70,F,H,$58700,31,$43694
00082813,4,13,1,5,$20.00,$23.00,$17.38,$27.00,15,76,14,35,59,6,17,25,S,1,16,77,F,H,$34900,43,$43694
00085470,4,15,2,10,$5.00,$7.25,$3.80,$5.50,23,126,10,29,58,5,13,25,S,1,48,79,M,U,$52400,40,$41487
00008074,5,20,4,13,$11.00,$9.80,$7.50,$9.50,16,131,15,36,75,6,17,32,S,1,43,77,M,H,$0,27,$42813
00085560,4,27,4,16,$5.00,$6.50,$4.30,$6.50,8,112,20,35,79,7,14,29,S,1,45,87,F,U,$19800,27,$35060
00083465,5,10,3,5,$50.00,$43.00,$34.00,$30.00,18,66,16,38,59,6,17,21,A,1,35,63,M,H,$67500,33,$36964
00085401,9,38,5,21,$5.00,$4.89,$4.00,$5.20,17,130,14,33,80,6,17,34,S,1,38,61,M,U,$55500,25,$0
00085542,4,10,3,8,$15.00,$13.50,$9.70,$13.00,18,88,13,32,61,6,15,23,A,1,46,,F,U,$70300,42,$44086
00085557,4,11,3,8,$9.00,$7.50,$5.82,$7.33,17,77,12,27,52,5,11,18,S,1,53,75,F,U,$26000,18,$40429
00085575,4,6,3,5,$10.00,$7.75,$6.83,$8.33,16,40,14,34,34,6,15,14,A,1,48,69,F,H,$60000,42,$44201
00085599,4,14,2,10,$9.00,$7.50,$5.14,$8.50,16,130,6,17,40,3,7,15,S,1,48,75,F,H,$33200,33,$42679
00085612,2,12,2,7,$10.00,$22.50,$13.75,$22.50,17,113,13,34,69,5,15,29,A,1,41,82,F,U,$62000,38,$47583
00085616,2,9,0,4,$15.00,$14.00,$9.89,,15,87,12,31,58,5,5,22,A,1,51,75,M,U,$31000,27,$36635
00085633,10,36,7,20,$3.00,$4.10,$3.08,$4.43,16,128,14,31,70,6,17,32,S,1,41,47,F,H,$31000,27,$47045
00174283,3,5,1,1,$10.00,$9.33,$8.40,$11.00,18,44,13,31,37,6,14,14,A,0,51,29,F,U,$29800,24,$36442
00002925,4,23,1,10,$10.00,$8.75,$8.49,$10.00,4,123,33,54,94,9,19,35,S,1,38,47,F,U,$51500,38,$47005
00085642,1,5,1,5,$20.00,$20.00,$12.20,$20.00,21,76,13,30,53,6,13,19,A,0,51,36,F,H,$37000,33,$40479
00085652,1,6,0,2,$15.00,$15.00,$10.50,,18,56,13,34,45,6,6,20,A,1,45,67,M,U,$53100,30,$49375
00189507,6,14,5,9,$15.00,$11.83,$9.36,$12.00,16,113,15,37,66,6,17,29,A,0,45,65,U,U,$53100,31,$49375
00085655,1,7,0,5,$21.00,$21.00,$10.43,,26,111,9,25,57,4,4,22,A,1,53,66,M,U,$37600,33,$38047
00085680,2,16,1,8,$10.00,$10.50,$7.06,$11.00,18,125,12,31,69,5,13,29,A,1,27,81,F,H,$55300,15,$50671
00085662,1,1,0,0,$25.00,$25.00,$25.00,,20,20,11,18,17,5,5,7,F,0,33,,F,U,$41700,18,$50671
00000600,9,20,6,12,$20.00,$17.11,$16.75,$17.00,11,78,29,49,107,11,22,38,S,1,24,75,F,H,$62400,37,$50671
00085687,3,3,1,1,$10.00,$6.67,$6.67,$5.00,15,23,11,21,22,4,9,8,N,1,45,51,M,U,$36800,32,$38520
00085694,0,1,0,0,$15.00,$0.00,$15.00,,18,18,10,10,12,4,4,4,F,0,51,37,M,U,$38400,34,$39837
00011678,0,16,0,9,$10.00,$0.00,$8.94,,16,122,32,32,94,5,5,28,A,1,46,51,F,U,$47900,37,$41932
00014295,7,22,3,9,$5.00,$3.57,$3.00,$3.33,15,75,27,47,70,6,16,23,S,1,00,79,F,U,$37600,0,$43212
00085730,3,18,1,9,$40.00,$40.67,$18.61,$50.00,18,103,13,35,74,6,17,29,S,1,36,,M,U,$53300,31,$0
00085726,3,4,2,3,$15.00,$14.00,$11.75,$11.00,24,41,11,31,34,6,16,15,A,0,34,49,F,H,$61800,31,$44784
00001644,3,5,1,1,$7.00,$15.67,$11.00,$10.00,15,46,15,34,43,6,15,18,A,0,49,45,F,U,$55600,37,$44784
00085745,9,51,7,27,$10.00,$9.56,$8.65,$9.71,18,129,12,32,86,5,16,34,S,1,45,53,M,U,$32200,34,$38893
00085741,4,5,2,3,$20.00,$13.75,$12.00,$15.00,20,45,13,28,33,6,12,12,A,0,45,39,M,U,$32200,34,$38893
00085762,5,7,1,2,$10.00,$8.40,$7.71,$8.00,18,45,13,31,35,6,15,15,A,0,43,56,F,U,$42900,42,$34348
00085774,1,2,0,1,$20.00,$20.00,$17.50,,21,64,10,17,30,4,4,9,A,0,36,63,M,U,$42200,32,$45887
00085782,2,2,0,0,$20.00,$12.50,$12.50,,17,29,10,22,21,4,4,7,A,0,43,39,F,H,$29800,37,$38125
00083755,3,4,1,2,$20.00,$20.00,$17.50,$20.00,20,40,12,33,36,6,16,15,A,0,18,61,M,H,$61100,35,$37366
00085792,2,2,0,0,$25.00,$17.50,$17.50,,18,28,13,27,26,6,6,11,A,0,50,,F,U,$37900,22,$20109
00189881,4,15,1,6,$15.00,$11.25,$7.07,$10.00,18,126,13,33,66,6,16,28,S,1,45,78,F,U,$45900,33,$34148
00085801,4,4,3,3,$5.00,$5.75,$5.75,$4.33,20,31,11,24,22,5,11,9,A,0,51,,F,U,$26700,31,$37986
00085739,4,18,3,8,$19.00,$16.50,$9.33,$16.33,16,124,15,36,73,6,16,31,S,1,41,73,M,H,$26700,0,$37986
00085809,1,2,0,0,$18.00,$10.00,$14.00,,26,28,9,22,21,4,4,9,A,0,36,47,F,H,$47800,30,$44820
00085806,1,1,1,1,$20.00,$20.00,$20.00,$20.00,17,17,11,16,14,5,7,6,F,0,39,71,F,H,$45400,24,$44820
00006576,7,54,4,17,$25.00,$23.57,$20.70,$22.50,4,126,56,77,189,14,24,51,A,1,49,74,M,U,$60400,33,$31250
00085826,1,23,0,14,$10.00,$10.00,$8.61,,16,127,12,30,74,5,5,31,A,1,36,79,F,U,$39800,13,$45882
00085823,6,15,6,12,$5.00,$3.50,$5.13,$3.50,21,93,12,32,65,6,17,26,A,1,36,56,M,U,$46100,28,$45882
00085821,7,13,7,10,$5.00,$6.14,$5.54,$6.14,17,52,12,29,39,6,17,18,S,1,36,70,M,U,$46100,28,$45882
00085820,3,8,1,3,$10.00,$9.67,$9.25,$3.00,15,90,18,37,65,8,16,26,N,0,36,69,M,H,$46100,28,$45882
00085832,3,16,1,10,$10.00,$8.33,$7.88,$10.00,17,123,13,32,73,6,15,30,S,1,27,87,F,U,$63800,24,$48779
00085833,2,3,1,2,$20.00,$20.00,$15.00,$20.00,17,52,12,25,31,6,12,13,A,0,49,,M,H,$51300,26,$51250
00085841,1,11,1,8,$25.00,$25.00,$16.73,$25.00,18,113,13,33,71,6,16,30,A,1,46,81,M,U,$31200,29,$46771
00085847,1,9,0,5,$15.00,$15.00,$9.78,,20,129,12,30,65,4,4,27,A,1,45,50,M,U,$38700,26,$46806
00008523,2,17,1,7,$0.00,$5.00,$6.06,$5.00,5,129,38,57,90,6,14,25,A,0,45,78,F,H,$36100,28,$42700
00085871,7,22,6,17,$7.00,$7.14,$6.36,$7.17,21,115,11,29,70,5,15,32,S,1,42,46,M,H,$65600,27,$59949
00086044,1,1,1,1,$25.00,$25.00,$25.00,$25.00,21,21,12,18,16,5,8,7,N,0,53,,F,U,$39300,23,$0
00085879,4,16,3,10,$6.00,$4.25,$3.00,$4.00,21,126,11,28,61,5,12,23,S,1,31,40,M,U,$33100,14,$49424
00085888,3,12,1,5,$10.00,$10.00,$7.25,$10.00,23,93,12,33,63,6,16,24,S,1,43,53,M,H,$37500,27,$47448
00085898,8,21,5,13,$10.00,$4.13,$2.95,$4.80,17,125,10,31,64,5,16,28,S,1,49,,F,U,$28400,31,$44219
00085924,3,10,1,5,$25.00,$20.00,$12.20,$25.00,17,68,8,26,43,4,14,17,A,1,45,,F,U,$25600,26,$0
00085927,2,12,0,5,$10.00,$12.00,$10.75,,26,93,9,29,66,4,4,23,A,1,43,,M,U,$39600,34,$0
