ID,LocX,LocY,RegDens,RegPop,MedHHInc,MeanHHSz
44095,-81.44615,41.653796,93,35235,$43629,2.45
44099,-80.96689,41.539985,53,1527,$40586,3.19
440HH,-81.34146,41.722679,,0,$0,0.00
44102,-81.7358,41.473451,98,52229,$25321,2.52
44103,-81.64287,41.513801,97,25581,$17496,2.56
44104,-81.62703,41.484001,96,29057,$15206,2.64
44105,-81.62217,41.450602,96,55006,$26289,2.65
44106,-81.60883,41.507751,98,32127,$21077,2.09
44107,-81.80036,41.480881,99,56701,$40537,2.09
44108,-81.60906,41.53715,98,36502,$23418,2.68
44109,-81.70343,41.448951,97,45759,$30310,2.49
44110,-81.57273,41.562781,97,26584,$22963,2.35
44111,-81.78174,41.459399,97,42939,$37540,2.36
44112,-81.57558,41.534101,98,32893,$22390,2.44
44113,-81.70125,41.484688,95,19386,$23020,2.18
44114,-81.6753,41.50988,83,3713,$16952,1.59
44115,-81.67126,41.493501,93,8216,$7236,2.21
44116,-81.84576,41.475297,94,21084,$51766,2.11
44117,-81.52727,41.570344,91,12068,$28634,1.97
44118,-81.55435,41.499202,97,45554,$51437,2.45
44119,-81.54584,41.586749,97,13702,$37307,2.17
44120,-81.58212,41.472352,98,47125,$30299,2.32
44121,-81.53309,41.526151,95,35222,$46812,2.42
44122,-81.5221,41.472881,90,35174,$60281,2.31
44123,-81.52358,41.602498,97,18224,$36157,2.14
44124,-81.47282,41.513752,90,40399,$46955,2.15
44125,-81.60794,41.414403,87,29873,$40605,2.42
44126,-81.85738,41.441697,94,17258,$50436,2.24
44127,-81.6501,41.469951,95,8419,$21688,2.76
44128,-81.55179,41.441153,93,33265,$35378,2.41
44129,-81.73576,41.397701,96,29675,$41943,2.38
44130,-81.77945,41.378051,91,53472,$42674,2.26
44131,-81.65817,41.391753,83,20758,$54818,2.55
44132,-81.50042,41.608298,95,15157,$35833,2.20
44133,-81.74204,41.313758,83,28669,$57449,2.51
44134,-81.70508,41.393852,94,40476,$44198,2.41
44135,-81.80467,41.432149,90,28695,$37597,2.38
44136,-81.83198,41.312752,86,43861,$68660,2.69
44137,-81.56067,41.412653,95,26109,$40407,2.47
44138,-81.91508,41.373949,83,17940,$51073,2.45
44139,-81.44365,41.388387,81,22229,$77600,2.87
44140,-81.92658,41.484193,92,16052,$70147,2.55
44141,-81.61835,41.307688,76,13584,$76037,2.54
44142,-81.82056,41.40035,90,21146,$46280,2.58
44143,-81.48175,41.550318,85,23764,$53877,2.44
44144,-81.73489,41.437018,93,21765,$36165,2.17
44145,-81.92866,41.454439,87,32101,$65106,2.38
44146,-81.52709,41.389371,85,31629,$38518,2.22
44147,-81.6766,41.321827,82,15967,$56989,2.46
441HH,-81.70596,41.510184,,0,$0,0.00
44201,-81.20038,41.020057,61,6878,$47665,2.81
44202,-81.36353,41.320612,75,16953,$67842,2.61
44203,-81.61617,41.017522,82,42059,$36851,2.47
44212,-81.82836,41.244051,85,38493,$56945,2.80
44214,-82.00032,40.965423,53,2170,$49848,2.96
44215,-81.90358,41.069151,87,1873,$40313,2.48
44216,-81.5981,40.936655,73,9181,$54195,2.76
44217,-81.90625,40.976892,62,3901,$41788,2.64
44221,-81.47928,41.141456,95,30990,$40404,2.25
44223,-81.51242,41.1486,81,17742,$50348,2.31
44224,-81.43744,41.174256,86,35687,$57107,2.53
44230,-81.68961,40.964111,74,7918,$49570,2.58
44231,-81.08057,41.295898,63,8298,$45739,2.73
44233,-81.73476,41.233479,68,6782,$70548,2.89
44234,-81.167,41.337187,63,4084,$51290,2.75
44235,-82.11496,41.028815,50,1821,$47760,3.52
44236,-81.4468,41.248795,78,24344,$97002,2.99
44240,-81.35302,41.148756,79,34943,$34224,2.36
44241,-81.34404,41.249405,76,13237,$48620,2.52
44243,-81.33881,41.146862,99,5310,$0,0.00
44250,-81.43591,41.020256,95,1069,$32237,2.63
44251,-81.93147,41.029639,87,396,$73750,2.96
44253,-82.03333,41.161459,61,3407,$56563,3.14
44254,-82.0137,41.039394,66,5164,$38972,2.54
44255,-81.22911,41.286755,63,8244,$47512,2.67
44256,-81.85646,41.139849,73,51615,$57711,2.73
44260,-81.36518,41.043123,73,14137,$51210,2.65
44262,-81.43787,41.138806,83,5544,$60887,2.65
44264,-81.55115,41.234388,59,2452,$53281,2.41
44266,-81.23143,41.159224,69,33997,$41583,2.53
44270,-81.77938,40.971727,73,8632,$37141,2.64
44272,-81.19785,41.09464,66,4201,$48373,2.79
44273,-81.87751,41.022387,65,6914,$53405,2.74
44275,-82.10235,41.101909,54,2825,$46138,2.85
44276,-81.82652,40.951253,56,1952,$51215,3.03
44278,-81.42692,41.093156,83,17169,$48215,2.55
44280,-81.92477,41.230745,64,4151,$59972,2.84
44281,-81.73368,41.037664,76,26456,$52954,2.60
44286,-81.63223,41.233722,68,5196,$70924,2.70
44287,-82.12115,40.957955,57,7202,$44039,2.85
44288,-81.07101,41.242864,70,4401,$37074,2.87
442HH,-81.43271,41.028789,,0,$0,0.00
44301,-81.5192,41.043955,94,17102,$34286,2.45
44302,-81.53974,41.089405,97,6393,$26152,2.18
44303,-81.53625,41.103205,92,8038,$39044,2.05
44304,-81.50745,41.081788,93,6461,$15404,2.12
44305,-81.46278,41.073606,93,24551,$35432,2.46
44306,-81.49039,41.046055,91,25479,$26114,2.54
44307,-81.54592,41.069605,95,9326,$18697,2.33
44308,-81.51813,41.081755,86,928,$8676,1.19
44310,-81.50091,41.107655,93,23940,$30817,2.35
44311,-81.51906,41.063055,96,11031,$19576,2.67
44312,-81.43944,41.034156,85,31746,$37758,2.39
44313,-81.5713,41.123588,86,24784,$47686,2.11
44314,-81.55914,41.040155,94,20397,$32273,2.44
44319,-81.52953,40.990922,82,21978,$46475,2.39
44320,-81.57022,41.083155,89,23074,$31336,2.47
44321,-81.65092,41.102587,78,10908,$59707,2.66
44322,-81.58536,41.043496,80,337,$40435,2.76
44333,-81.61948,41.144661,77,18870,$75721,2.51
443HH,-81.62142,41.060555,,0,$0,0.00
44401,-80.95058,41.031141,56,3231,$50868,2.66
44402,-80.87487,41.385826,56,3282,$48316,2.74
44403,-80.58346,41.239987,71,4023,$38131,2.32
44404,-80.536,41.340211,56,1748,$50278,2.77
44405,-80.59244,41.078058,90,9442,$29841,2.54
44406,-80.76396,41.029666,72,19909,$59511,2.59
44408,-80.68652,40.884299,69,9643,$36955,2.43
44410,-80.7264,41.333312,69,17609,$49530,2.50
44411,-81.05026,41.024608,61,2747,$46920,2.84
44412,-81.00606,41.099351,58,2765,$50045,2.87
44413,-80.54601,40.838456,70,7795,$35801,2.50
44417,-80.65551,41.428487,47,1825,$50335,2.92
44418,-80.60358,41.304391,53,1384,$46818,2.70
44420,-80.693,41.160758,81,16488,$35184,2.42
44423,-80.91009,40.75105,54,2439,$36508,2.68
44425,-80.57734,41.166743,75,15854,$36563,2.48
44427,-80.94874,40.723803,44,1616,$39265,2.87
44428,-80.58862,41.443358,49,3396,$37089,2.57
44429,-80.9853,41.100329,73,2819,$39816,2.54
44430,-80.88588,41.24168,73,5824,$38167,2.74
44431,-80.75849,40.864494,65,4982,$40345,2.78
44432,-80.7642,40.757793,60,14083,$34595,2.56
44436,-80.54145,41.046606,65,4283,$36977,2.58
44437,-80.73084,41.159574,84,4813,$41386,2.74
44438,-80.53176,41.22832,76,5763,$34206,2.44
44440,-80.77271,41.146334,75,4336,$46994,2.57
44441,-80.54968,40.776151,55,1475,$40288,2.67
44442,-80.55862,40.966908,72,3529,$40605,2.44
44443,-80.6004,40.917556,62,2072,$35375,2.59
44444,-80.96965,41.188981,69,10804,$39240,2.47
44445,-80.61957,40.842848,67,3467,$40049,2.69
44446,-80.75298,41.186257,84,23152,$35259,2.35
44449,-81.02596,40.992991,59,1262,$42355,2.47
44450,-80.81922,41.449052,40,2084,$40549,2.95
44451,-80.86736,41.090089,54,3186,$46541,2.79
44452,-80.65491,40.951859,66,2945,$43232,2.69
44454,-80.53069,40.910669,65,1256,$43967,3.01
44455,-80.61034,40.787331,57,1659,$37353,2.56
44460,-80.86095,40.898658,68,26986,$36726,2.48
44470,-80.9552,41.294453,62,3495,$49044,2.67
44471,-80.59513,41.051255,90,12037,$30873,2.50
44473,-80.66266,41.236248,64,4305,$45556,2.52
44481,-80.85756,41.205342,66,11781,$43676,2.47
44483,-80.80774,41.252748,85,28383,$33930,2.34
44484,-80.76475,41.226957,83,24295,$43817,2.48
44485,-80.84357,41.237856,89,19668,$29718,2.48
44490,-80.76333,40.899731,78,776,$30125,2.46
44491,-80.96327,41.369527,58,3090,$47578,2.96
444HH,-80.81498,41.124882,,0,$0,0.00
44502,-80.64563,41.086279,87,11978,$23656,2.35
44503,-80.64962,41.100296,87,972,$6758,1.03
44504,-80.65482,41.123757,94,6068,$27515,2.24
44505,-80.62043,41.122524,83,21880,$26588,2.40
44506,-80.62652,41.095658,88,3730,$17637,2.66
44507,-80.65562,41.074508,96,9130,$19677,2.73
44509,-80.69471,41.106249,88,13635,$28274,2.33
44510,-80.66812,41.120507,84,3113,$13407,2.45
44511,-80.69135,41.069158,91,23267,$33042,2.39
44512,-80.66467,41.032675,87,35823,$41494,2.28
44514,-80.61549,41.016159,81,22079,$44845,2.51
44515,-80.74546,41.099008,84,28863,$38337,2.35
445HH,-80.80318,41.116457,,0,$0,0.00
44601,-81.11642,40.917908,74,37050,$34051,2.50
44606,-81.80458,40.739199,64,7516,$40625,3.52
44608,-81.58476,40.65151,61,2774,$37802,2.65
44609,-80.99305,40.898618,62,4049,$40633,2.64
44610,-81.7981,40.561587,90,209,$37292,2.05
44611,-82.08744,40.635332,52,2066,$35814,3.10
44612,-81.45442,40.643724,66,5200,$46296,2.66
44613,-81.5986,40.712109,79,2353,$37434,2.65
44614,-81.58328,40.886688,75,11709,$51766,2.75
44615,-81.08188,40.568568,52,10935,$35854,2.51
44618,-81.68624,40.787827,63,6748,$45814,3.03
44619,-80.95724,40.901738,89,27,$24792,2.08
44620,-81.21164,40.571372,48,1475,$35484,2.58
44621,-81.31633,40.410604,63,5026,$31801,2.64
44622,-81.48792,40.537509,71,17865,$39349,2.46
44624,-81.65174,40.600062,54,4305,$39936,3.44
44625,-81.00795,40.758473,55,1920,$38068,3.13
44626,-81.38102,40.695377,58,3158,$38875,2.60
44627,-81.84927,40.671036,61,5884,$37583,4.36
44628,-82.14312,40.527648,31,1237,$34815,2.65
44629,-81.43511,40.359172,61,2160,$32621,2.49
44632,-81.32815,40.96289,71,9554,$51215,2.80
44633,-81.93057,40.630191,58,2588,$37593,3.53
44634,-81.0573,40.832092,60,2070,$48393,2.79
44637,-82.01209,40.485312,43,2537,$36211,2.56
44638,-82.13584,40.657511,43,1443,$32500,2.67
44640,-81.14682,40.983308,81,99,$35000,2.75
44641,-81.26299,40.843685,73,20133,$45641,2.63
44643,-81.30882,40.646529,56,3131,$38438,2.56
44644,-81.17453,40.68357,67,5065,$38108,2.53
44645,-81.71765,40.909535,58,2576,$49087,2.88
44646,-81.50102,40.805131,85,45572,$41532,2.49
44647,-81.55253,40.793924,77,17374,$36768,2.48
44651,-80.96215,40.623637,39,901,$24219,2.78
44653,-81.3731,40.433496,78,281,$23500,2.51
44654,-81.87857,40.542339,59,18038,$37201,3.33
44656,-81.3359,40.569177,53,3010,$37768,2.60
44657,-81.09148,40.733459,64,10266,$36660,2.55
44659,-81.70228,40.694887,87,66,$44063,1.78
44661,-82.11318,40.596018,88,161,$34375,2.40
44662,-81.54072,40.722891,64,9433,$37271,2.57
44663,-81.4444,40.477187,68,25658,$34474,2.38
44666,-81.62725,40.840256,60,2795,$48214,2.85
44667,-81.77006,40.835059,70,13598,$37597,2.67
44669,-81.16037,40.798758,56,1699,$47292,3.07
44670,-81.19055,40.76291,85,145,$45417,2.34
44671,-81.36885,40.641188,73,367,$30536,2.40
44672,-81.02632,40.922608,85,5320,$30872,2.22
44675,-81.24134,40.506928,52,1761,$32443,2.38
44676,-82.02563,40.687973,54,4747,$42690,2.73
44677,-81.85968,40.865194,63,2645,$41622,2.69
44678,-81.35014,40.565209,62,242,$46667,2.92
44680,-81.53098,40.59712,67,3659,$37560,2.48
44681,-81.6488,40.503332,60,7504,$37500,3.17
44682,-81.40527,40.397916,84,697,$36333,2.68
44683,-81.34146,40.373604,60,8967,$29383,2.60
44685,-81.42516,40.961206,80,23482,$59693,2.71
44688,-81.26004,40.67926,63,3480,$33384,2.66
44689,-81.63929,40.655909,68,935,$36000,3.77
44690,-81.6953,40.616646,78,65,$29063,2.17
44691,-81.95726,40.800086,69,42596,$41311,2.44
44693,-81.18752,40.308212,68,90,$23750,2.20
44695,-81.18765,40.433246,43,1655,$32841,2.53
44697,-81.42169,40.612253,71,233,$51250,2.56
44699,-81.28216,40.283493,23,928,$31333,2.45
446HH,-81.42187,40.551101,,0,$0,0.00
44702,-81.375,40.798859,86,1083,$9455,1.33
44703,-81.38091,40.809108,99,10880,$28377,2.44
44704,-81.3564,40.799358,87,5046,$22697,2.59
44705,-81.34253,40.821858,89,20634,$30237,2.63
44706,-81.40594,40.776858,81,18915,$34976,2.54
44707,-81.36567,40.784158,78,10590,$22654,2.51
44708,-81.42143,40.810931,89,25647,$39379,2.26
44709,-81.38548,40.836508,91,19008,$38955,2.19
44710,-81.41673,40.791108,94,9726,$30297,2.30
44714,-81.36029,40.827659,92,9192,$36454,2.25
44718,-81.43773,40.850683,83,12406,$56677,2.38
44720,-81.41067,40.888408,81,38196,$50316,2.46
44721,-81.33146,40.886297,79,11867,$53922,2.70
44730,-81.2707,40.769763,64,6241,$40283,2.55
44802,-83.41413,41.053889,36,986,$48621,2.86
44804,-83.52652,41.117339,47,1185,$50426,2.71
44805,-82.31515,40.867016,67,32603,$37850,2.48
44807,-82.87709,41.069216,37,2523,$43438,2.68
44809,-83.28328,41.132988,86,287,$39625,2.50
44811,-82.84296,41.257163,58,13001,$42900,2.53
44813,-82.52074,40.606221,57,7165,$40398,2.66
44814,-82.4692,41.323499,57,2643,$48977,2.71
44815,-83.23349,41.244095,78,815,$37500,2.64
44816,-82.35278,41.331398,74,115,$43906,3.48
44817,-83.54227,41.193747,43,1490,$45875,2.79
44818,-82.99773,41.00811,38,2795,$40924,2.75
44820,-82.97091,40.815179,59,19122,$36282,2.42
44822,-82.41238,40.561377,49,2977,$42778,2.87
44824,-82.80569,41.393507,65,4144,$56344,2.78
44825,-82.94233,40.952927,75,215,$36875,2.62
44826,-82.48062,41.227648,49,1933,$40573,2.81
44827,-82.74991,40.795521,64,7255,$37339,2.49
44828,-82.86059,41.234403,56,82,$41607,2.28
44830,-83.41055,41.164209,64,20173,$33343,2.51
44833,-82.797,40.720869,66,18176,$35398,2.43
44836,-83.05827,41.249374,53,2789,$40660,2.74
44837,-82.50097,41.020433,49,4362,$35222,2.80
44838,-82.26175,40.773052,78,213,$40938,2.40
44839,-82.5568,41.388534,72,12229,$50982,2.42
44840,-82.18713,40.801432,46,2760,$42744,2.67
44841,-83.29661,41.249535,41,892,$51193,2.79
44842,-82.2246,40.639849,53,5927,$37233,2.54
44843,-82.41177,40.701792,55,2377,$53688,2.82
44844,-83.26087,40.990406,44,809,$48750,3.01
44846,-82.60612,41.306205,62,3419,$56726,2.70
44847,-82.7091,41.238863,49,3630,$47244,2.82
44849,-83.13145,40.815261,41,2189,$40664,2.47
44850,-82.68057,41.034683,74,66,$28750,1.78
44851,-82.40483,41.098478,51,5182,$38719,2.66
44853,-83.29506,41.057873,44,1436,$46375,2.89
44854,-82.85436,40.954399,43,1960,$43603,2.64
44855,-82.60887,41.100202,42,1216,$45132,2.92
44856,-82.8576,40.792804,91,174,$32500,2.81
44857,-82.60186,41.236357,70,22807,$40821,2.55
44859,-82.33623,41.019566,46,1761,$47667,2.80
44860,-83.0927,40.845335,94,111,$16786,3.96
44861,-83.15001,41.240649,65,150,$57604,2.83
44864,-82.31994,40.66496,46,3113,$40250,2.60
44865,-82.67744,40.99388,55,3576,$39821,2.78
44866,-82.18985,40.906577,54,1969,$44037,3.14
44867,-82.99802,41.140139,40,2287,$39965,2.94
44870,-82.71083,41.42646,78,43559,$35985,2.36
44874,-82.36548,40.963743,75,182,$32857,2.30
44875,-82.65599,40.888988,64,14834,$39479,2.48
44878,-82.52996,40.949737,48,3542,$40577,3.47
44880,-82.21779,41.038842,52,2425,$43929,3.30
44882,-83.14178,40.953556,40,2961,$38622,2.56
44883,-83.17658,41.12071,65,29380,$38331,2.44
44887,-82.78886,40.90261,39,1202,$41316,2.85
44889,-82.38848,41.24323,54,6423,$51651,2.77
44890,-82.72435,41.073672,61,12003,$36745,2.68
448HH,-82.83163,41.471889,,0,$0,0.00
44902,-82.51119,40.759156,91,6598,$22522,2.40
44903,-82.51869,40.766589,70,31293,$38456,2.60
44904,-82.58207,40.678208,69,13730,$48831,2.57
44905,-82.47612,40.773556,81,12623,$35352,2.40
44906,-82.5675,40.766056,79,17614,$35009,2.32
44907,-82.51976,40.733243,87,15628,$34504,2.18
449HH,-82.64224,40.712036,,0,$0,0.00
45001,-84.7079,39.137818,84,957,$32596,2.77
45002,-84.73783,39.180358,74,12054,$48042,2.86
45003,-84.7905,39.575126,50,674,$36538,2.22
45005,-84.3087,39.550241,78,28245,$43605,2.57
45011,-84.52272,39.404856,80,55455,$47679,2.80
45013,-84.60321,39.409188,74,49395,$44328,2.56
45014,-84.55277,39.330356,86,43250,$49949,2.45
45015,-84.55053,39.367106,89,12664,$36230,2.47
45030,-84.77001,39.257936,72,15710,$46225,2.70
45032,-84.00579,39.499635,87,320,$41875,2.96
45033,-84.76338,39.177002,96,197,$55313,2.98
45034,-84.24898,39.359268,82,772,$59038,2.59
45036,-84.22176,39.440152,72,30792,$53063,2.67
45039,-84.24729,39.317735,78,15084,$66835,2.64
45040,-84.31521,39.344258,82,34185,$70677,2.86
45041,-84.70422,39.213282,84,242,$28839,2.47
45042,-84.39325,39.534907,76,27172,$44979,2.45
45044,-84.38393,39.482957,82,44748,$38526,2.56
45050,-84.36583,39.441008,78,5377,$54737,2.48
45052,-84.7779,39.155158,70,3986,$56827,2.82
45053,-84.78592,39.352687,59,2942,$60530,2.96
45054,-84.06299,39.44415,44,1586,$56136,2.61
45056,-84.7407,39.498751,72,27676,$34199,2.49
45062,-84.55383,39.480856,90,413,$37222,2.70
45064,-84.6169,39.562415,55,2633,$55427,2.78
45065,-84.21132,39.371242,83,2975,$35222,2.59
45066,-84.22688,39.557096,79,16589,$75510,2.90
45067,-84.46429,39.482307,77,10529,$51644,2.77
45068,-84.06924,39.525562,60,9048,$55445,2.74
45069,-84.40249,39.343757,85,42959,$73826,2.86
45070,-84.55563,39.588878,82,203,$37188,3.17
450HH,-84.49964,39.423224,,0,$0,0.00
45101,-83.75693,38.671655,61,2478,$29688,2.41
45102,-84.2099,39.023067,80,19585,$47719,2.74
45103,-84.15319,39.082894,71,26347,$48141,2.68
45106,-84.08094,38.956484,64,11880,$42228,2.83
45107,-83.97584,39.293634,59,8281,$40549,2.68
45111,-84.29094,39.195516,68,398,$63250,2.33
45112,-84.1386,38.792686,59,78,$36250,2.00
45113,-83.9824,39.397066,55,2793,$48988,2.87
45114,-83.86433,39.362778,90,46,$48750,3.54
45115,-83.7039,38.815056,80,14,$18750,1.00
45118,-83.95045,39.184985,56,3957,$49899,2.84
45120,-84.09806,38.821032,54,3615,$33023,2.91
45121,-83.90215,38.87752,53,8138,$34095,2.52
45122,-84.11831,39.222264,68,11259,$45513,2.83
45123,-83.39749,39.343559,60,7232,$33210,2.50
45130,-83.99497,38.914118,56,3683,$40440,2.75
45131,-83.96706,38.789585,85,348,$32000,3.14
45132,-83.59926,39.344299,85,304,$41250,2.71
45133,-83.58021,39.162917,51,23438,$33590,2.57
45135,-83.54826,39.34446,46,3678,$40294,2.72
45140,-84.2651,39.258653,82,44141,$67859,2.87
45142,-83.80743,39.213112,49,4291,$40603,2.85
45144,-83.61925,38.690566,48,4306,$28657,2.43
45146,-83.79841,39.32006,45,1440,$38690,2.69
45148,-83.88768,39.290475,46,1313,$48409,2.78
45150,-84.24995,39.168818,80,28397,$49612,2.50
45152,-84.11606,39.350319,62,8026,$51361,2.64
45153,-84.20251,38.8702,50,2032,$42054,2.85
45154,-83.92245,39.046589,60,8183,$40409,2.83
45155,-83.74936,39.038055,77,218,$37411,2.60
45156,-84.21176,38.810072,85,93,$28750,3.32
45157,-84.24755,38.957385,67,9210,$48837,2.88
45159,-83.68732,39.326987,46,2825,$39115,2.64
45160,-84.13927,39.121637,86,828,$24236,2.27
45162,-84.08818,39.276492,59,2721,$54527,3.07
45164,-83.78347,39.553045,60,248,$33047,2.53
45167,-83.8075,38.763305,48,3844,$33662,2.53
45168,-83.77255,38.850094,43,1466,$31400,2.58
45169,-83.65051,39.507106,45,5133,$38824,2.62
45171,-83.78542,38.985368,52,5620,$38460,2.71
45172,-83.38714,39.074266,71,155,$38750,2.67
45174,-84.30809,39.161061,86,2293,$95120,2.97
45176,-84.02906,39.081436,62,8039,$46082,2.72
45177,-83.84447,39.463476,60,21171,$40348,2.48
451HH,-84.08972,39.030516,,0,$0,0.00
45202,-84.50774,39.10441,90,5874,$31286,1.40
45203,-84.53067,39.104127,88,3372,$11208,2.09
45204,-84.56429,39.093345,89,7566,$29286,2.40
45205,-84.57438,39.11071,97,23073,$28856,2.53
45206,-84.48833,39.127527,97,12543,$23198,1.88
45207,-84.46983,39.142246,98,9369,$24189,2.71
45208,-84.43426,39.13786,95,17203,$58379,1.93
45209,-84.43086,39.15406,94,10687,$37642,1.75
45210,-84.51439,39.11226,99,9547,$13167,1.94
45211,-84.60528,39.154159,94,38343,$35364,2.26
45212,-84.45451,39.160693,97,24547,$32762,2.26
45213,-84.41881,39.180893,93,13583,$37991,2.20
45214,-84.53575,39.12056,96,11284,$16224,2.27
45215,-84.45708,39.228859,89,31385,$41147,2.35
45216,-84.47992,39.197109,92,9767,$31138,2.27
45217,-84.49514,39.166948,93,6311,$36114,2.34
45218,-84.5175,39.264791,88,4338,$45402,2.47
45219,-84.50988,39.12721,99,17328,$21351,2.06
45220,-84.51986,39.14426,95,14528,$26509,1.88
45223,-84.5426,39.161859,94,13630,$27563,2.43
45224,-84.53734,39.204959,90,22921,$40343,2.30
45225,-84.54112,39.13741,95,13230,$12219,2.39
45226,-84.42527,39.114911,82,6933,$46694,2.15
45227,-84.38349,39.15201,92,19016,$36440,2.32
45229,-84.489,39.152093,97,17838,$20741,2.18
45230,-84.38865,39.078368,87,28279,$51033,2.34
45231,-84.54531,39.242608,91,42218,$46044,2.58
45232,-84.51295,39.173409,89,7622,$16961,2.58
45233,-84.67174,39.117065,84,15938,$60470,2.92
45236,-84.39512,39.205109,92,25609,$42194,2.18
45237,-84.45799,39.188859,94,23647,$31047,2.22
45238,-84.60849,39.112169,94,47079,$42573,2.41
45239,-84.57299,39.207558,93,28829,$41054,2.38
45240,-84.52942,39.284806,91,28624,$51178,2.71
45241,-84.39324,39.276271,84,24627,$62763,2.46
45242,-84.36042,39.242559,85,22754,$66848,2.62
45243,-84.36015,39.18466,79,15956,$78937,2.63
45244,-84.3339,39.119161,82,26437,$62149,2.81
45245,-84.27312,39.075329,81,15986,$50391,2.43
45246,-84.47383,39.288558,84,13939,$44563,2.23
45247,-84.64363,39.209208,81,20910,$56393,2.68
45248,-84.65042,39.160159,87,22631,$54210,2.62
45249,-84.33049,39.278295,86,13681,$73596,2.63
45251,-84.58733,39.258124,86,23868,$51858,2.76
45252,-84.62515,39.282824,73,4804,$63750,2.54
45255,-84.32228,39.066112,86,22957,$58294,2.55
452HH,-84.46671,39.122012,,0,$0,0.00
45301,-84.02323,39.711173,82,146,$59500,2.47
45302,-84.19578,40.40476,51,3828,$57609,2.99
45303,-84.6477,40.215278,50,2187,$40865,2.70
45304,-84.5371,39.990909,55,7546,$44911,2.66
45305,-84.0855,39.640059,77,9582,$63085,2.69
45306,-84.18763,40.464571,52,2358,$46719,2.82
45307,-83.72364,39.580198,88,312,$36406,2.60
45308,-84.44331,40.128652,55,4825,$41491,2.75
45309,-84.41775,39.844538,65,12114,$44828,2.51
45310,-84.64481,40.352158,88,106,$38750,2.47
45311,-84.67558,39.629735,52,7407,$41502,2.70
45312,-84.08219,40.0659,44,1409,$53897,2.71
45314,-83.79697,39.744577,59,5304,$42469,2.68
45315,-84.34125,39.853674,72,3555,$52708,2.85
45316,-83.82609,39.796992,78,177,$42188,2.46
45317,-84.02446,40.170605,45,1103,$41156,2.62
45318,-84.35434,40.123474,60,5483,$43750,2.60
45320,-84.65393,39.739353,59,15003,$41860,2.53
45321,-84.67216,39.888717,52,1067,$42548,2.79
45322,-84.30999,39.877745,81,20190,$49781,2.49
45323,-83.93512,39.867259,78,5376,$50208,2.43
45324,-84.01973,39.808909,82,39549,$37745,2.30
45325,-84.42307,39.685116,57,2513,$48875,2.74
45326,-84.1043,40.144131,44,1151,$49688,2.83
45327,-84.37873,39.628806,65,8333,$51460,2.66
45328,-84.49315,40.112545,88,413,$36364,2.95
45330,-84.5275,39.647494,89,260,$36250,2.20
45331,-84.63575,40.094141,63,23257,$36784,2.38
45332,-84.79166,39.998881,42,586,$41146,2.52
45333,-84.33612,40.260111,46,1509,$46395,2.93
45334,-84.04389,40.446467,52,2078,$45291,2.62
45335,-83.74587,39.62434,54,6931,$47200,2.82
45336,-84.26309,40.438744,94,100,$47500,2.70
45337,-84.42202,39.981075,56,2119,$49813,2.81
45338,-84.54428,39.849859,57,5397,$46622,2.67
45339,-84.34143,40.008648,56,1313,$50288,2.53
45340,-84.05113,40.372607,35,730,$51917,2.73
45341,-84.02365,39.880826,76,4230,$38191,2.44
45342,-84.27075,39.631525,80,31569,$46003,2.40
45344,-84.01993,39.939925,69,18004,$43066,2.67
45345,-84.39256,39.743766,70,6685,$44303,2.60
45346,-84.70471,39.971929,47,2569,$38816,2.76
45347,-84.77789,39.876255,54,4449,$38189,2.59
45348,-84.65017,40.332705,38,1127,$42009,3.16
45349,-83.9405,39.990945,76,14,$41250,4.67
45351,-84.49598,40.339356,90,76,$33750,2.24
45352,-84.74443,40.050308,53,12,$26250,1.50
45353,-84.03272,40.294031,59,61,$21786,2.10
45354,-84.40163,39.904603,95,332,$43393,2.68
45356,-84.24214,40.156514,71,25334,$37684,2.49
45358,-84.48651,39.986011,,0,$0,0.00
45359,-84.35202,40.053483,63,1948,$44712,2.78
45360,-84.09098,40.330423,89,234,$36875,2.69
45362,-84.63892,40.28577,37,1231,$47083,2.76
45363,-84.4046,40.233304,51,1586,$57763,3.09
45365,-84.15975,40.284855,65,30278,$41830,2.59
45368,-83.65813,39.840367,47,5103,$45678,2.62
45369,-83.60235,39.942716,54,3134,$51875,2.73
45370,-84.02587,39.600367,57,2396,$56019,2.52
45371,-84.17685,39.954239,72,17260,$52623,2.57
45373,-84.20629,40.036525,72,32014,$44401,2.48
45377,-84.20511,39.889356,77,14672,$45576,2.30
45378,-84.48822,39.903161,78,383,$41944,2.86
45380,-84.49935,40.231735,53,5232,$43529,2.67
45381,-84.53053,39.730506,59,6007,$44212,2.72
45382,-84.62256,39.903258,48,1187,$37000,2.75
45383,-84.33335,39.958117,70,7264,$45000,2.52
45384,-83.88014,39.712772,77,455,$85153,3.10
45385,-83.92144,39.682836,68,35405,$41396,2.55
45387,-83.89239,39.797227,67,5599,$54603,2.33
45388,-84.47938,40.328535,47,1024,$45000,3.28
45389,-84.02525,40.055737,89,508,$32500,2.47
45390,-84.78293,40.20451,51,3697,$31932,2.58
453HH,-84.16679,39.971071,,0,$0,0.00
45402,-84.18848,39.757758,85,3180,$13607,1.41
45403,-84.15294,39.762708,95,16855,$27614,2.43
45404,-84.16343,39.783258,86,13095,$25428,2.50
45405,-84.21111,39.788458,97,23204,$29468,2.18
45406,-84.23841,39.784108,96,27437,$30661,2.40
